file,true_label,predicted
LJ001-0023.wav,0,0
LJ001-0066.wav,0,0
LJ001-0111.wav,0,0
LJ001-0141.wav,0,0
LJ001-0182.wav,0,0
LJ002-0022.wav,0,0
LJ002-0028.wav,0,0
LJ002-0036.wav,0,0
LJ002-0085.wav,0,0
LJ002-0087.wav,0,0
LJ002-0103.wav,0,0
LJ002-0176.wav,0,0
LJ002-0190.wav,0,0
LJ002-0197.wav,0,0
LJ002-0220.wav,0,0
LJ002-0222.wav,0,0
LJ002-0230.wav,0,0
LJ002-0235.wav,0,0
LJ002-0260.wav,0,0
LJ002-0280.wav,0,0
LJ002-0292.wav,0,0
LJ003-0034.wav,0,0
LJ003-0037.wav,0,0
LJ003-0073.wav,0,0
LJ003-0083.wav,0,0
LJ003-0146.wav,0,0
LJ003-0163.wav,0,0
LJ003-0191.wav,0,0
LJ003-0249.wav,0,0
LJ003-0260.wav,0,0
LJ003-0261.wav,0,0
LJ003-0275.wav,0,0
LJ003-0287.wav,0,0
LJ003-0328.wav,0,0
LJ004-0030.wav,0,0
LJ004-0039.wav,0,0
LJ004-0051.wav,0,0
LJ004-0075.wav,0,0
LJ004-0078.wav,0,0
LJ004-0119.wav,0,0
LJ004-0149.wav,0,0
LJ004-0207.wav,0,0
LJ004-0230.wav,0,0
LJ005-0001.wav,0,0
LJ005-0014.wav,0,0
LJ005-0112.wav,0,0
LJ005-0144.wav,0,0
LJ005-0222.wav,0,0
LJ005-0261.wav,0,0
LJ005-0285.wav,0,0
LJ005-0286.wav,0,0
LJ005-0300.wav,0,0
LJ006-0071.wav,0,0
LJ006-0074.wav,0,0
LJ006-0095.wav,0,0
LJ006-0141.wav,0,0
LJ006-0146.wav,0,0
LJ006-0181.wav,0,0
LJ006-0188.wav,0,0
LJ006-0196.wav,0,0
LJ006-0199.wav,0,0
LJ006-0241.wav,0,0
LJ006-0253.wav,0,0
LJ006-0260.wav,0,0
LJ006-0274.wav,0,0
LJ006-0283.wav,0,0
LJ007-0015.wav,0,0
LJ007-0060.wav,0,0
LJ007-0071.wav,0,0
